interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-002674,G-102502,V-016,2024-10-26,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002675,G-102093,V-005,2025-01-03,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002676,G-103883,V-003,2025-10-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002677,G-101413,V-030,2025-09-29,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002678,G-104220,V-015,2024-10-25,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002679,G-103148,V-009,2025-02-06,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002680,G-103630,V-021,2025-05-31,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002681,G-101580,V-022,2024-10-17,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002682,G-101559,V-029,2024-03-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002683,G-104918,V-004,2026-02-08,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002684,G-101117,V-001,2024-12-05,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002685,G-100268,V-024,2025-08-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002686,G-101118,V-022,2024-05-26,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002687,G-101952,V-013,2025-05-26,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002688,G-102527,V-028,2024-12-06,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002689,G-102528,V-002,2024-07-16,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002690,G-102225,V-011,2024-03-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002691,G-100359,V-004,2024-07-29,Preference noted,Dietary,Allergic to truffle.,Chef
I-002692,G-104180,V-018,2026-03-21,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002693,G-102001,V-015,2025-01-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002694,G-104652,V-001,2024-10-12,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002695,G-102594,V-027,2025-06-25,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002696,G-100740,V-020,2024-07-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002697,G-104463,V-013,2025-05-06,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002698,G-100723,V-024,2025-08-15,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002699,G-100853,V-017,2025-01-09,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002700,G-104863,V-008,2024-10-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-002701,G-100956,V-005,2025-02-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-002702,G-104467,V-009,2024-09-11,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002703,G-103609,V-003,2026-03-06,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002704,G-104660,V-004,2024-03-10,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002705,G-103317,V-010,2024-06-03,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002706,G-103057,V-030,2026-02-23,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002707,G-100659,V-009,2026-02-26,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002708,G-103072,V-014,2024-05-22,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002709,G-101039,V-028,2025-09-02,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002710,G-101882,V-001,2024-03-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002711,G-102866,V-017,2024-12-31,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002712,G-103489,V-004,2025-10-07,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002713,G-103709,V-029,2024-10-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002714,G-100206,V-006,2026-04-04,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002715,G-103750,V-009,2025-08-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002716,G-102995,V-017,2024-05-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002717,G-104470,V-006,2025-01-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002718,G-100875,V-015,2025-02-08,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002719,G-104352,V-012,2025-11-28,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002720,G-100261,V-008,2024-12-17,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002721,G-100095,V-029,2024-07-07,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002722,G-104480,V-017,2025-04-09,Preference noted,Dietary,Allergic to truffle.,Chef
I-002723,G-101891,V-007,2024-06-10,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002724,G-101711,V-006,2024-06-14,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002725,G-102374,V-003,2024-11-01,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002726,G-104948,V-029,2025-09-03,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002727,G-104625,V-014,2024-09-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002728,G-101466,V-015,2026-02-15,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002729,G-104630,V-022,2025-11-18,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002730,G-102310,V-018,2025-11-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002731,G-100375,V-011,2025-12-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002732,G-104158,V-012,2025-02-20,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002733,G-101052,V-028,2025-04-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002734,G-102916,V-027,2024-05-26,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002735,G-101136,V-017,2025-01-04,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002736,G-101625,V-022,2025-07-21,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002737,G-101314,V-024,2024-10-30,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002738,G-101030,V-001,2024-04-13,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002739,G-103320,V-008,2025-02-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002740,G-104589,V-015,2024-03-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002741,G-103934,V-015,2024-10-14,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002742,G-103129,V-013,2024-11-15,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002743,G-104199,V-013,2025-04-19,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002744,G-101241,V-010,2024-03-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-002745,G-102284,V-019,2025-11-11,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002746,G-103657,V-018,2025-09-15,Preference noted,Dietary,Allergic to truffle.,Chef
I-002747,G-101489,V-027,2025-10-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002748,G-100907,V-001,2025-12-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002749,G-101460,V-012,2024-09-09,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002750,G-101065,V-009,2025-05-22,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002751,G-100628,V-025,2025-07-26,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002752,G-101722,V-018,2025-06-19,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002753,G-100209,V-009,2025-09-20,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002754,G-104991,V-016,2026-01-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002755,G-102890,V-003,2024-04-20,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002756,G-100338,V-014,2024-08-19,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002757,G-104299,V-013,2024-04-23,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002758,G-104545,V-022,2025-11-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002759,G-102235,V-004,2024-08-24,Preference noted,Dietary,Allergic to truffle.,Chef
I-002760,G-101384,V-020,2024-07-28,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002761,G-102106,V-025,2025-04-28,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002762,G-101234,V-014,2024-06-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002763,G-104589,V-011,2025-02-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-002764,G-100631,V-014,2025-07-04,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002765,G-100870,V-005,2025-07-07,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002766,G-100489,V-012,2026-02-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002767,G-103269,V-025,2026-04-25,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002768,G-101721,V-005,2025-06-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002769,G-100031,V-026,2026-04-08,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002770,G-100678,V-001,2024-09-19,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002771,G-104594,V-016,2024-09-21,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002772,G-100005,V-007,2026-02-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-002773,G-100063,V-012,2024-10-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002774,G-104815,V-026,2025-02-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002775,G-104178,V-016,2024-12-02,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002776,G-101975,V-020,2025-03-08,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002777,G-104597,V-001,2024-04-12,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002778,G-100610,V-016,2025-09-20,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002779,G-104830,V-003,2024-07-26,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002780,G-102648,V-018,2024-03-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002781,G-101824,V-030,2024-07-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002782,G-100630,V-026,2024-07-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002783,G-101580,V-029,2024-11-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002784,G-102066,V-022,2025-02-01,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002785,G-102061,V-010,2025-11-18,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002786,G-101376,V-029,2025-10-24,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002787,G-103134,V-021,2026-03-11,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002788,G-103301,V-010,2026-01-29,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002789,G-104306,V-027,2026-03-08,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002790,G-101472,V-005,2024-07-30,Preference noted,Dietary,Allergic to truffle.,Chef
I-002791,G-103563,V-017,2025-05-24,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002792,G-100214,V-019,2024-07-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002793,G-103057,V-020,2026-01-27,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002794,G-103622,V-009,2026-02-18,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002795,G-102460,V-030,2025-10-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002796,G-103609,V-028,2025-01-31,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002797,G-102268,V-018,2025-08-23,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002798,G-102529,V-028,2025-05-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002799,G-101951,V-018,2025-04-28,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002800,G-100633,V-029,2026-01-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002801,G-100199,V-012,2026-02-16,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002802,G-103121,V-006,2024-09-13,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002803,G-104240,V-023,2024-10-22,Preference noted,Dietary,Allergic to truffle.,Chef
I-002804,G-102009,V-018,2024-06-05,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002805,G-102037,V-014,2024-05-14,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002806,G-102942,V-019,2025-09-28,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002807,G-101426,V-004,2025-09-22,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002808,G-100548,V-020,2024-06-26,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002809,G-101846,V-003,2025-10-04,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002810,G-100395,V-025,2024-08-06,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002811,G-102019,V-012,2025-08-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002812,G-100863,V-021,2024-05-06,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002813,G-104208,V-027,2026-01-17,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002814,G-101472,V-001,2026-02-21,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002815,G-103826,V-027,2024-11-07,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002816,G-100083,V-016,2024-03-21,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002817,G-101373,V-012,2026-02-19,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002818,G-103109,V-002,2026-01-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-002819,G-102730,V-002,2025-09-18,Preference noted,Dietary,Allergic to truffle.,Chef
